task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,bleu,chrf,rouge_l,codebleu,ast_similarity,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,n_output_tokens
HumanEval_67,humaneval,fail,0,,0,,0,6.000,1.000,66.084,15.510,1.000,15.510,0.000,66.667,2.000,8.933,25.702,20.513,20.734,45.098,6.000,3.000,82.551,4.755,0.500,2.377,3.000,0.000,6.000,331
HumanEval_68,humaneval,pass,0,,0,,0,13.000,6.000,61.354,85.837,3.545,304.330,6.000,0.000,2.000,19.608,36.104,30.769,28.062,57.746,5.000,3.000,38.630,38.039,1.143,43.473,2.000,0.000,5.000,101
HumanEval_69,humaneval,fail,0,,0,,0,7.000,3.000,73.706,11.610,1.000,11.610,3.000,0.000,2.000,3.946,16.684,22.222,11.993,40.777,9.000,4.000,89.758,48.432,2.571,124.540,4.000,0.000,3.000,44
HumanEval_70,humaneval,fail,0,,0,,0,11.000,3.000,63.530,38.039,2.000,76.078,4.000,0.000,4.000,7.223,31.746,29.630,20.437,53.147,7.000,3.000,94.386,8.000,1.000,8.000,3.000,0.000,4.000,75
HumanEval_71,humaneval,pass,0,,0,,0,7.000,4.000,93.604,239.722,6.263,1501.419,2.000,57.143,2.000,86.170,80.635,88.235,79.844,92.228,7.000,4.000,80.868,262.331,6.857,1798.841,2.000,0.000,1.000,130
HumanEval_72,humaneval,pass,0,,0,,0,2.000,2.000,78.257,38.054,2.000,76.107,1.000,0.000,1.000,3.421,13.459,22.222,9.117,19.565,10.000,4.000,84.521,66.608,3.750,249.780,4.000,0.000,2.000,29
HumanEval_73,humaneval,pass,0,,0,,0,9.000,3.000,66.217,62.270,3.429,213.496,3.000,0.000,1.000,26.228,39.167,40.000,22.972,62.609,6.000,3.000,85.550,55.507,2.222,123.348,3.000,0.000,2.000,68
HumanEval_74,humaneval,fail,0,,0,,0,2.000,4.000,88.154,4.755,0.500,2.377,1.000,0.000,2.000,4.396,33.222,40.000,13.486,55.172,11.000,4.000,91.993,23.265,1.500,34.897,4.000,0.000,1.000,44
HumanEval_75,humaneval,fail,1,magic_number,1,magic_number,0,16.000,5.000,57.533,165.059,4.941,815.584,18.000,0.000,4.000,35.263,46.672,47.863,24.943,51.020,14.000,8.000,86.567,85.837,2.000,171.673,27.000,0.000,2.000,125
HumanEval_76,humaneval,pass,0,,0,,0,8.000,5.000,83.611,99.912,7.714,770.749,4.000,0.000,0.000,30.678,38.815,60.000,36.401,64.444,7.000,3.000,83.659,42.110,3.750,157.914,2.000,0.000,0.000,192
HumanEval_77,humaneval,fail,0,,0,,0,2.000,1.000,82.234,38.039,2.000,76.078,0.000,0.000,1.000,46.652,50.491,73.684,16.418,78.431,3.000,1.000,51.023,38.039,2.000,76.078,0.000,0.000,3.000,26
HumanEval_78,humaneval,pass,1,magic_number,1,magic_number,0,2.000,3.000,77.438,4.755,0.500,2.377,0.000,0.000,1.000,1.089,13.441,27.778,7.792,28.125,7.000,3.000,69.004,15.510,1.000,15.510,3.000,0.000,2.000,333
HumanEval_79,humaneval,pass,0,,0,,0,9.000,3.000,91.539,49.829,5.000,249.145,2.000,0.000,1.000,1.237,28.985,24.242,36.606,26.471,2.000,1.000,51.391,12.000,0.667,8.000,0.000,0.000,1.000,210
HumanEval_80,humaneval,pass,1,magic_number,1,magic_number,0,2.000,3.000,76.975,55.507,3.125,173.458,1.000,0.000,4.000,21.067,30.650,35.714,22.980,31.884,7.000,6.000,79.735,133.980,3.500,468.929,5.000,0.000,2.000,41
HumanEval_81,humaneval,pass,1,magic_number,1,magic_number,0,30.000,14.000,79.179,140.648,1.846,259.658,15.000,0.000,1.000,80.565,92.627,86.364,74.509,100.000,30.000,14.000,79.179,140.648,1.846,259.658,15.000,0.000,1.000,523
HumanEval_82,humaneval,pass,0,,0,,0,9.000,1.000,93.058,53.774,3.571,192.052,11.000,0.000,4.000,41.747,68.785,56.140,50.177,62.000,8.000,5.000,92.268,49.829,2.143,106.776,5.000,0.000,2.000,140
