task_id,system_mode,complexity,domain,action_keyword,intended,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,n_functions,n_stub,longest_body,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,n_output_tokens
long_parameter_list_advanced_005,,advanced,Scientific Computing,Implement,long_parameter_list,1,duplicate_code,1,duplicate_code,0,,,,58.000,,,,,,,1.724,,1024
long_parameter_list_advanced_006,,advanced,General Software,Evaluate,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,29.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,540
god_class_basic_001,,basic,E-commerce,Implement,,0,,0,,0,8,0,5,68.000,20.000,47.969,31.699,1.500,47.549,16.000,0.000,15.000,852
god_class_basic_002,,basic,Finance,Measure,,0,,0,,0,8,2,1,17.000,10.000,100.000,0.000,0.000,0.000,0.000,64.706,1.000,345
god_class_basic_003,,basic,Healthcare,List,,1,inefficient_loop,1,inefficient_loop,0,9,0,4,44.000,22.000,62.899,41.513,1.500,62.270,13.000,4.545,5.000,599
god_class_basic_004,,basic,Scientific Computing,Analyze,,0,,0,,0,7,7,1,15.000,9.000,100.000,0.000,0.000,0.000,0.000,40.000,0.000,466
god_class_basic_005,,basic,General Software,Measure,,0,,0,,0,7,4,4,24.000,9.000,100.000,0.000,0.000,0.000,0.000,33.333,6.000,650
god_class_basic_006,,basic,E-commerce,Analyze,,1,duplicate_code,0,,0,6,0,5,39.000,18.000,49.749,81.749,2.500,204.373,12.000,0.000,17.000,770
god_class_basic_007,,basic,Finance,List,,0,,0,,0,7,0,6,20.000,9.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,384
god_class_intermediate_001,,intermediate,Healthcare,Compare,,2,broad_except;magic_number,2,broad_except;magic_number,0,9,0,4,57.000,14.000,49.958,24.000,1.500,36.000,19.000,0.000,22.000,874
god_class_intermediate_002,,intermediate,Scientific Computing,Recommend,,0,,0,,0,17,7,9,43.000,19.000,100.000,0.000,0.000,0.000,0.000,16.279,1.000,585
god_class_intermediate_003,,intermediate,General Software,Design,,0,,0,,0,9,0,5,46.000,27.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,502
god_class_intermediate_004,,intermediate,E-commerce,Measure,,0,,0,,0,9,0,8,26.000,11.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,446
god_class_intermediate_005,,intermediate,Finance,Compare,,0,,0,,0,10,0,9,29.000,12.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,491
god_class_intermediate_006,,intermediate,Healthcare,Write,,2,broad_except;magic_number,2,broad_except;magic_number,0,10,0,4,56.000,13.000,55.177,4.755,0.500,2.377,12.000,0.000,19.000,843
god_class_intermediate_007,,intermediate,Scientific Computing,Write,,0,,0,,0,17,7,9,43.000,19.000,100.000,0.000,0.000,0.000,0.000,16.279,1.000,585
god_class_advanced_001,,advanced,General Software,Implement,,0,,0,,0,21,4,3,70.000,50.000,54.263,142.647,3.500,499.263,11.000,5.714,2.000,800
god_class_advanced_002,,advanced,E-commerce,Design,,0,,0,,0,5,2,10,22.000,11.000,100.000,0.000,0.000,0.000,0.000,18.182,11.000,410
god_class_advanced_003,,advanced,Finance,List,,0,,0,,0,11,4,10,32.000,13.000,100.000,0.000,0.000,0.000,0.000,12.500,1.000,516
god_class_advanced_004,,advanced,Healthcare,Implement,,0,,0,,0,11,10,10,32.000,13.000,100.000,0.000,0.000,0.000,0.000,31.250,0.000,490
god_class_advanced_005,,advanced,Scientific Computing,Analyze,,1,dead_code,1,dead_code,0,11,6,5,35.000,13.000,100.000,0.000,0.000,0.000,0.000,17.143,8.000,527
god_class_advanced_006,,advanced,General Software,Write,,0,,0,,0,19,0,9,56.000,30.000,100.000,0.000,0.000,0.000,9.000,0.000,2.000,879
feature_envy_basic_001,,basic,E-commerce,Compare,,0,,0,,0,2,0,2,11.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,385
feature_envy_basic_002,,basic,Finance,Compare,,0,,0,,0,2,0,5,17.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,309
feature_envy_basic_003,,basic,Healthcare,Design,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,2,0,6,21.000,12.000,53.314,271.029,4.318,1170.351,3.000,0.000,1.000,376
feature_envy_basic_004,,basic,Scientific Computing,Evaluate,,0,,0,,0,3,0,5,20.000,7.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,288
feature_envy_basic_005,,basic,General Software,Implement,,0,,0,,0,2,0,5,12.000,16.000,84.957,57.359,1.000,57.359,2.000,16.667,0.000,357
feature_envy_basic_006,,basic,E-commerce,Report,,2,dead_code;magic_number,2,dead_code;magic_number,0,2,0,4,20.000,7.000,64.721,38.039,2.000,76.078,2.000,0.000,0.000,449
feature_envy_intermediate_001,,intermediate,Finance,Implement,,0,,0,,0,2,0,3,14.000,4.000,88.936,68.532,1.000,68.532,0.000,14.286,0.000,298
feature_envy_intermediate_002,,intermediate,Healthcare,Recommend,,2,dead_code;long_parameter_list,2,dead_code;long_parameter_list,0,4,0,6,16.000,9.000,100.000,0.000,0.000,0.000,1.000,12.500,1.000,304
feature_envy_intermediate_003,,intermediate,Scientific Computing,Report,,0,,0,,0,2,0,14,18.000,4.000,57.251,137.065,0.923,126.521,0.000,0.000,1.000,523
feature_envy_intermediate_004,,intermediate,General Software,Recommend,,0,,0,,0,2,0,7,11.000,9.000,94.627,38.039,1.143,43.473,0.000,54.545,2.000,524
feature_envy_intermediate_005,,intermediate,E-commerce,Compare,,0,,0,,0,2,0,5,18.000,6.000,100.000,0.000,0.000,0.000,1.000,22.222,1.000,384
feature_envy_intermediate_006,,intermediate,Finance,Evaluate,,0,,0,,0,2,0,3,14.000,4.000,88.936,68.532,1.000,68.532,0.000,14.286,0.000,298
feature_envy_advanced_001,,advanced,Healthcare,Report,,0,,0,,0,2,0,8,20.000,15.000,84.555,77.709,3.111,241.762,7.000,35.000,0.000,334
feature_envy_advanced_002,,advanced,Scientific Computing,Implement,,0,,0,,0,2,1,9,13.000,4.000,100.000,0.000,0.000,0.000,0.000,7.692,9.000,321
feature_envy_advanced_003,,advanced,General Software,Implement,,0,,0,,0,5,0,5,23.000,13.000,100.000,0.000,0.000,0.000,0.000,4.348,0.000,375
feature_envy_advanced_004,,advanced,E-commerce,List,,0,,0,,0,6,0,4,25.000,16.000,100.000,0.000,0.000,0.000,0.000,8.000,0.000,375
feature_envy_advanced_005,,advanced,Finance,Design,,0,,0,,0,6,5,5,17.000,8.000,100.000,0.000,0.000,0.000,0.000,29.412,0.000,338
feature_envy_advanced_006,,advanced,Healthcare,Analyze,,0,,0,,0,2,0,8,20.000,15.000,84.555,77.709,3.111,241.762,7.000,35.000,0.000,334
data_clumps_basic_001,,basic,E-commerce,Report,,0,,0,,0,3,0,2,27.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,512
data_clumps_basic_002,,basic,Finance,Measure,,2,dead_code;inefficient_loop,2,dead_code;inefficient_loop,5,2,1,3,15.000,4.000,94.018,10.000,0.500,5.000,3.000,33.333,5.000,456
data_clumps_basic_003,,basic,Healthcare,Analyze,,0,,0,,0,,,,1.000,,,,,,,0.000,,520
data_clumps_basic_004,,basic,Scientific Computing,Measure,,0,,0,,0,3,0,1,6.000,3.000,92.662,53.774,1.000,53.774,0.000,16.667,0.000,272
data_clumps_basic_005,,basic,General Software,Design,,0,,0,,0,5,0,4,19.000,15.000,58.359,56.473,1.500,84.709,4.000,0.000,3.000,617
data_clumps_basic_006,,basic,E-commerce,Recommend,,1,duplicate_code,1,duplicate_code,1,2,0,5,9.000,2.000,100.000,0.000,0.000,0.000,0.000,11.111,6.000,548
data_clumps_intermediate_001,,intermediate,Finance,Recommend,,0,,0,,0,10,0,5,43.000,26.000,45.701,208.974,4.737,989.875,12.000,0.000,5.000,700
data_clumps_intermediate_002,,intermediate,Healthcare,Recommend,,0,,0,,4,4,3,5,17.000,6.000,100.000,0.000,0.000,0.000,0.000,23.529,4.000,483
data_clumps_intermediate_003,,intermediate,Scientific Computing,Write,,2,dead_code;long_parameter_list,2,dead_code;long_parameter_list,0,8,3,10,37.000,22.000,100.000,0.000,0.000,0.000,0.000,8.108,10.000,620
data_clumps_intermediate_004,,intermediate,General Software,Evaluate,,1,long_parameter_list,1,long_parameter_list,4,4,0,2,15.000,7.000,98.643,2.000,0.500,1.000,1.000,33.333,6.000,517
data_clumps_intermediate_005,,intermediate,E-commerce,Write,,1,long_parameter_list,1,long_parameter_list,7,7,0,6,30.000,15.000,100.000,0.000,0.000,0.000,0.000,13.333,8.000,660
data_clumps_intermediate_006,,intermediate,Finance,Implement,,0,,0,,0,10,0,5,43.000,26.000,45.701,208.974,4.737,989.875,12.000,0.000,5.000,700
data_clumps_advanced_001,,advanced,Healthcare,Measure,,1,long_parameter_list,1,long_parameter_list,0,5,4,10,20.000,7.000,100.000,0.000,0.000,0.000,0.000,20.000,0.000,433
data_clumps_advanced_002,,advanced,Scientific Computing,Report,,1,long_parameter_list,1,long_parameter_list,0,6,2,2,28.000,9.000,100.000,0.000,0.000,0.000,2.000,28.571,3.000,647
data_clumps_advanced_003,,advanced,General Software,Evaluate,,1,long_parameter_list,1,long_parameter_list,6,6,0,9,29.000,10.000,100.000,0.000,0.000,0.000,0.000,3.448,8.000,603
data_clumps_advanced_004,,advanced,E-commerce,Recommend,,1,long_parameter_list,1,long_parameter_list,0,5,4,11,21.000,7.000,100.000,0.000,0.000,0.000,0.000,19.048,0.000,440
data_clumps_advanced_005,,advanced,Finance,Recommend,,1,long_parameter_list,1,long_parameter_list,0,5,4,10,20.000,7.000,100.000,0.000,0.000,0.000,0.000,20.000,0.000,433
data_clumps_advanced_006,,advanced,Healthcare,Design,,1,long_parameter_list,1,long_parameter_list,0,6,2,2,28.000,9.000,100.000,0.000,0.000,0.000,2.000,28.571,3.000,647
duplicated_code_basic_001,,basic,E-commerce,Design,duplicate_code,1,duplicate_code,0,,0,3,0,2,19.000,6.000,100.000,0.000,0.000,0.000,6.000,0.000,1.000,452
duplicated_code_basic_002,,basic,Finance,Measure,duplicate_code,0,,0,,0,3,0,1,6.000,3.000,73.070,25.266,0.500,12.633,0.000,0.000,0.000,219
duplicated_code_basic_003,,basic,Healthcare,Analyze,duplicate_code,0,,0,,0,2,0,4,10.000,2.000,95.611,33.688,0.667,22.459,0.000,40.000,0.000,336
duplicated_code_basic_004,,basic,Scientific Computing,Recommend,duplicate_code,0,,0,,0,5,0,3,46.000,10.000,100.000,0.000,0.000,0.000,5.000,2.174,6.000,558
duplicated_code_basic_005,,basic,General Software,Analyze,duplicate_code,1,magic_number,1,magic_number,0,2,0,4,20.000,26.000,77.765,162.848,1.650,268.700,10.000,20.000,2.000,405
duplicated_code_basic_006,,basic,E-commerce,Measure,duplicate_code,0,,0,,0,4,1,1,8.000,4.000,100.000,0.000,0.000,0.000,0.000,12.500,1.000,286
duplicated_code_basic_007,,basic,Finance,Recommend,duplicate_code,1,duplicate_code,0,,0,3,0,2,19.000,6.000,100.000,0.000,0.000,0.000,6.000,0.000,1.000,452
duplicated_code_intermediate_001,,intermediate,Healthcare,Analyze,duplicate_code,2,duplicate_code;magic_number,2,dead_code;magic_number,7,3,0,1,71.000,15.000,68.668,220.810,1.667,368.017,21.000,15.493,8.000,840
duplicated_code_intermediate_002,,intermediate,Scientific Computing,Recommend,duplicate_code,0,,0,,0,5,0,3,25.000,10.000,77.706,25.266,0.500,12.633,3.000,12.000,3.000,510
duplicated_code_intermediate_003,,intermediate,General Software,Measure,duplicate_code,0,,1,dead_code,7,8,0,3,44.000,20.000,57.104,96.000,1.143,109.714,12.000,2.273,11.000,906
duplicated_code_intermediate_004,,intermediate,E-commerce,Evaluate,duplicate_code,1,magic_number,1,magic_number,0,4,0,4,19.000,4.000,91.306,25.266,0.500,12.633,0.000,63.158,6.000,599
duplicated_code_intermediate_005,,intermediate,Finance,Implement,duplicate_code,1,magic_number,2,dead_code;magic_number,7,8,3,8,47.000,13.000,71.199,64.529,2.750,177.456,5.000,17.021,11.000,738
duplicated_code_intermediate_006,,intermediate,Healthcare,Design,duplicate_code,2,duplicate_code;magic_number,2,dead_code;magic_number,7,3,0,1,71.000,15.000,68.668,220.810,1.667,368.017,21.000,15.493,8.000,840
duplicated_code_intermediate_007,,intermediate,Scientific Computing,Measure,duplicate_code,0,,0,,0,5,0,3,25.000,10.000,77.706,25.266,0.500,12.633,3.000,12.000,3.000,510
duplicated_code_advanced_001,,advanced,General Software,Compare,duplicate_code,1,duplicate_code,1,duplicate_code,0,8,0,5,46.000,19.000,60.918,66.608,1.500,99.912,10.000,4.348,6.000,805
duplicated_code_advanced_002,,advanced,E-commerce,Recommend,duplicate_code,1,duplicate_code,1,duplicate_code,0,9,4,4,37.000,28.000,100.000,0.000,0.000,0.000,5.000,10.811,10.000,731
duplicated_code_advanced_003,,advanced,Finance,Compare,duplicate_code,0,,0,,6,6,0,8,41.000,14.000,100.000,0.000,0.000,0.000,10.000,2.439,7.000,563
duplicated_code_advanced_004,,advanced,Healthcare,Analyze,duplicate_code,0,,0,,0,10,0,5,41.000,16.000,100.000,0.000,0.000,0.000,0.000,9.756,10.000,639
duplicated_code_advanced_005,,advanced,Scientific Computing,Compare,duplicate_code,1,dead_code,1,dead_code,1,4,0,4,30.000,5.000,87.290,2.000,0.500,1.000,2.000,16.667,8.000,584
duplicated_code_advanced_006,,advanced,General Software,Measure,duplicate_code,1,duplicate_code,1,duplicate_code,0,8,0,5,46.000,19.000,60.918,66.608,1.500,99.912,10.000,4.348,6.000,805
dead_code_basic_001,,basic,E-commerce,Implement,dead_code,0,,0,,0,3,3,1,7.000,5.000,100.000,0.000,0.000,0.000,0.000,42.857,0.000,162
dead_code_basic_002,,basic,Finance,Evaluate,dead_code,0,,0,,0,3,0,1,6.000,3.000,74.881,13.932,0.500,6.966,0.000,0.000,1.000,172
dead_code_basic_003,,basic,Healthcare,Write,dead_code,0,,0,,0,,,,,,,,,,,,,1024
dead_code_basic_004,,basic,Scientific Computing,Compare,dead_code,0,,0,,1,5,0,2,16.000,6.000,62.025,43.020,2.000,86.039,1.000,0.000,2.000,353
dead_code_basic_005,,basic,General Software,Write,dead_code,0,,0,,0,3,0,2,8.000,5.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,226
dead_code_basic_006,,basic,E-commerce,Report,dead_code,0,,0,,0,3,3,1,7.000,5.000,100.000,0.000,0.000,0.000,0.000,42.857,0.000,162
dead_code_intermediate_001,,intermediate,Finance,Evaluate,dead_code,0,,0,,0,10,6,4,30.000,18.000,100.000,0.000,0.000,0.000,0.000,20.000,0.000,581
dead_code_intermediate_002,,intermediate,Healthcare,Recommend,dead_code,2,duplicate_code;magic_number,2,duplicate_code;magic_number,13,11,0,2,47.000,25.000,59.680,34.869,1.750,61.021,2.000,2.128,11.000,610
dead_code_intermediate_003,,intermediate,Scientific Computing,Implement,dead_code,0,,0,,0,15,0,4,48.000,27.000,100.000,0.000,0.000,0.000,0.000,0.000,7.000,638
dead_code_intermediate_004,,intermediate,General Software,Analyze,dead_code,1,dead_code,1,dead_code,0,6,4,1,15.000,8.000,100.000,0.000,0.000,0.000,0.000,26.667,2.000,351
dead_code_intermediate_005,,intermediate,E-commerce,Analyze,dead_code,0,,0,,0,3,0,3,25.000,7.000,100.000,0.000,0.000,0.000,0.000,16.000,6.000,471
dead_code_advanced_001,,advanced,Finance,Measure,dead_code,1,dead_code,1,dead_code,1,6,0,7,39.000,19.000,58.882,106.198,3.462,367.609,8.000,2.564,15.000,736
dead_code_advanced_002,,advanced,Healthcare,Evaluate,dead_code,0,,0,,0,7,4,3,24.000,19.000,100.000,0.000,0.000,0.000,0.000,16.667,0.000,522
dead_code_advanced_003,,advanced,Scientific Computing,Compare,dead_code,0,,0,,0,7,5,5,31.000,21.000,100.000,0.000,0.000,0.000,2.000,16.129,11.000,534
dead_code_advanced_004,,advanced,General Software,Compare,dead_code,0,,0,,0,9,0,4,29.000,19.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,557
dead_code_advanced_005,,advanced,E-commerce,Report,dead_code,1,dead_code,1,dead_code,1,6,0,7,39.000,19.000,58.882,106.198,3.462,367.609,8.000,2.564,15.000,736
speculative_generality_basic_001,,basic,E-commerce,Compare,,0,,0,,0,7,4,1,23.000,11.000,100.000,0.000,0.000,0.000,0.000,4.348,3.000,349
speculative_generality_basic_002,,basic,Finance,Implement,,0,,0,,5,8,0,2,33.000,18.000,72.186,53.774,1.000,53.774,5.000,12.121,10.000,521
speculative_generality_basic_003,,basic,Healthcare,Evaluate,,1,magic_number,1,dead_code,7,1,0,3,41.000,3.000,72.822,59.795,1.500,89.692,5.000,14.634,17.000,687
speculative_generality_basic_004,,basic,Scientific Computing,Write,,1,magic_number,1,magic_number,0,7,1,1,33.000,31.000,53.753,42.110,0.833,35.092,6.000,0.000,7.000,496
speculative_generality_basic_005,,basic,General Software,Measure,,2,dead_code;magic_number,2,dead_code;magic_number,0,3,0,9,61.000,28.000,42.097,223.480,3.523,787.258,18.000,0.000,18.000,850
speculative_generality_basic_006,,basic,E-commerce,Report,,0,,0,,0,7,4,1,23.000,11.000,100.000,0.000,0.000,0.000,0.000,4.348,3.000,349
speculative_generality_intermediate_001,,intermediate,Finance,Measure,,1,magic_number,1,magic_number,0,7,1,1,36.000,31.000,73.330,42.110,0.833,35.092,6.000,13.889,6.000,621
speculative_generality_intermediate_002,,intermediate,Healthcare,Design,,0,,0,,1,4,0,6,30.000,8.000,54.794,50.189,2.250,112.926,2.000,0.000,11.000,571
speculative_generality_intermediate_003,,intermediate,Scientific Computing,Analyze,,1,dead_code,1,dead_code,0,6,0,4,25.000,12.000,59.689,15.510,1.000,15.510,5.000,0.000,7.000,434
speculative_generality_intermediate_004,,intermediate,General Software,Analyze,,0,,1,dead_code,16,0,0,0,32.000,2.000,100.000,0.000,0.000,0.000,0.000,6.250,5.000,703
speculative_generality_intermediate_005,,intermediate,E-commerce,Design,,2,dead_code;magic_number,2,dead_code;magic_number,2,1,0,1,11.000,2.000,84.389,13.932,0.500,6.966,2.000,9.091,5.000,351
speculative_generality_advanced_001,,advanced,Finance,Implement,,1,dead_code,1,dead_code,6,2,0,3,21.000,9.000,61.139,20.680,2.500,51.699,3.000,0.000,11.000,667
speculative_generality_advanced_002,,advanced,Healthcare,Analyze,,0,,0,,0,,,,,,,,,,,,,645
speculative_generality_advanced_003,,advanced,Scientific Computing,Write,,1,dead_code,1,dead_code,9,3,1,2,40.000,5.000,100.000,0.000,0.000,0.000,0.000,17.500,11.000,745
speculative_generality_advanced_004,,advanced,General Software,Measure,,0,,0,,0,,,,1.000,,,,,,,0.000,,373
speculative_generality_advanced_005,,advanced,E-commerce,Design,,1,dead_code,1,dead_code,6,2,0,3,21.000,9.000,61.139,20.680,2.500,51.699,3.000,0.000,11.000,700
primitive_obsession_basic_001,,basic,E-commerce,Design,,1,magic_number,1,magic_number,0,1,0,6,19.000,4.000,77.946,20.897,0.750,15.673,4.000,5.263,1.000,325
primitive_obsession_basic_002,,basic,Finance,Recommend,,0,,0,,2,1,0,1,4.000,1.000,100.000,0.000,0.000,0.000,0.000,25.000,3.000,134
primitive_obsession_basic_003,,basic,Healthcare,Compare,,0,,0,,2,1,0,4,7.000,1.000,100.000,0.000,0.000,0.000,0.000,14.286,2.000,206
primitive_obsession_basic_004,,basic,Scientific Computing,Design,,0,,0,,1,1,0,2,5.000,1.000,97.995,53.774,1.000,53.774,0.000,20.000,3.000,268
primitive_obsession_basic_005,,basic,General Software,Design,,0,,0,,0,1,0,2,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,264
primitive_obsession_basic_006,,basic,E-commerce,Implement,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,153
primitive_obsession_intermediate_001,,intermediate,Finance,List,,1,long_parameter_list,1,long_parameter_list,0,13,0,6,32.000,15.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,459
primitive_obsession_intermediate_002,,intermediate,Healthcare,Measure,,1,long_parameter_list,1,long_parameter_list,0,2,0,7,11.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,346
primitive_obsession_intermediate_003,,intermediate,Scientific Computing,Measure,,0,,0,,0,2,0,5,15.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,374
