task_id,system_mode,complexity,domain,action_keyword,intended,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,n_functions,n_stub,longest_body,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,n_output_tokens
long_method_intermediate_005,,intermediate,Finance,Measure,long_method,1,magic_number,1,magic_number,1,1,0,13,19.000,5.000,86.598,39.863,2.667,106.302,2.000,31.579,13.000,265
long_method_intermediate_006,,intermediate,Healthcare,Design,long_method,1,dead_code,1,dead_code,6,9,6,12,85.000,18.000,68.324,24.000,1.500,36.000,4.000,15.294,28.000,955
long_method_intermediate_007,,intermediate,Scientific Computing,Implement,long_method,0,,0,,0,6,0,4,28.000,7.000,100.000,0.000,0.000,0.000,1.000,64.286,16.000,443
long_method_advanced_001,,advanced,General Software,Implement,long_method,0,,0,,0,,,,17.000,,,,,,,94.118,,248
long_method_advanced_002,,advanced,E-commerce,Evaluate,long_method,1,dead_code,1,dead_code,0,5,0,10,24.000,14.000,84.233,81.749,3.545,289.838,3.000,50.000,10.000,483
long_method_advanced_003,,advanced,Finance,Write,long_method,1,duplicate_code,1,duplicate_code,0,,,,116.000,,,,,,,0.000,,1024
long_method_advanced_004,,advanced,Healthcare,Report,long_method,1,dead_code,1,dead_code,0,8,3,7,33.000,8.000,84.137,28.529,1.500,42.794,0.000,84.848,12.000,609
long_method_advanced_005,,advanced,Scientific Computing,List,long_method,1,magic_number,1,magic_number,0,1,0,12,20.000,8.000,86.484,57.359,1.500,86.039,7.000,40.000,8.000,229
long_method_advanced_006,,advanced,General Software,Compare,long_method,1,dead_code,1,dead_code,0,1,0,18,21.000,1.000,79.440,483.411,6.136,2966.383,0.000,33.333,3.000,531
long_parameter_list_basic_001,,basic,E-commerce,List,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,17.000,1.000,100.000,0.000,0.000,0.000,0.000,11.765,0.000,155
long_parameter_list_basic_002,,basic,Finance,Design,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,11,29.000,5.000,100.000,0.000,0.000,0.000,4.000,24.138,15.000,352
long_parameter_list_basic_003,,basic,Healthcare,Report,long_parameter_list,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,7,17.000,7.000,83.356,86.039,4.000,344.156,7.000,23.529,1.000,204
long_parameter_list_basic_004,,basic,Scientific Computing,Analyze,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,49
long_parameter_list_basic_005,,basic,General Software,Evaluate,long_parameter_list,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,3,7.000,2.000,100.000,4.755,0.500,2.377,2.000,42.857,3.000,178
long_parameter_list_basic_006,,basic,E-commerce,Implement,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,46
long_parameter_list_basic_007,,basic,Finance,Recommend,long_parameter_list,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,11,19.000,4.000,92.505,12.000,0.667,8.000,4.000,42.105,11.000,227
long_parameter_list_intermediate_001,,intermediate,Healthcare,Compare,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,19.000,1.000,100.000,0.000,0.000,0.000,0.000,5.263,0.000,182
long_parameter_list_intermediate_002,,intermediate,Scientific Computing,Implement,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,61
long_parameter_list_intermediate_003,,intermediate,General Software,Design,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,20.000,1.000,100.000,0.000,0.000,0.000,0.000,5.000,0.000,203
long_parameter_list_intermediate_004,,intermediate,E-commerce,Design,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,62
long_parameter_list_intermediate_005,,intermediate,Finance,Recommend,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,67
long_parameter_list_intermediate_006,,intermediate,Healthcare,Measure,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,19.000,1.000,100.000,0.000,0.000,0.000,0.000,5.263,0.000,182
long_parameter_list_intermediate_007,,intermediate,Scientific Computing,Recommend,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,61
long_parameter_list_advanced_001,,advanced,General Software,Recommend,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,95
long_parameter_list_advanced_002,,advanced,E-commerce,Evaluate,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,88
long_parameter_list_advanced_003,,advanced,Finance,List,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,25.000,1.000,100.000,0.000,0.000,0.000,0.000,4.000,0.000,292
long_parameter_list_advanced_004,,advanced,Healthcare,Report,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,96
long_parameter_list_advanced_005,,advanced,Scientific Computing,Implement,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,109
long_parameter_list_advanced_006,,advanced,General Software,Evaluate,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,95
god_class_basic_001,,basic,E-commerce,Implement,,0,,0,,0,8,2,3,30.000,15.000,66.535,89.206,2.500,223.016,5.000,6.667,1.000,258
god_class_basic_002,,basic,Finance,Measure,,1,magic_number,1,magic_number,0,8,0,3,23.000,16.000,82.124,66.417,2.000,132.834,3.000,30.435,6.000,336
god_class_basic_003,,basic,Healthcare,List,,0,,0,,0,7,2,4,25.000,16.000,71.123,57.110,2.000,114.221,2.000,8.000,3.000,271
god_class_basic_004,,basic,Scientific Computing,Analyze,,0,,0,,4,4,0,2,19.000,10.000,79.670,4.755,0.500,2.377,4.000,5.263,8.000,200
god_class_basic_005,,basic,General Software,Measure,,0,,0,,0,,,,7.000,,,,,,,85.714,,132
god_class_basic_006,,basic,E-commerce,Analyze,,1,dead_code,1,dead_code,0,10,5,3,37.000,17.000,81.712,2.000,0.500,1.000,5.000,13.514,10.000,343
god_class_basic_007,,basic,Finance,List,,0,,0,,0,14,1,6,54.000,22.000,57.430,39.863,1.000,39.863,9.000,1.852,2.000,452
god_class_intermediate_001,,intermediate,Healthcare,Compare,,0,,0,,0,9,1,8,26.000,11.000,100.000,0.000,0.000,0.000,0.000,30.769,14.000,303
god_class_intermediate_002,,intermediate,Scientific Computing,Recommend,,0,,0,,0,11,5,4,52.000,22.000,61.989,208.076,4.083,849.645,10.000,9.615,1.000,502
god_class_intermediate_003,,intermediate,General Software,Design,,0,,0,,0,10,6,9,32.000,13.000,83.665,4.755,0.500,2.377,2.000,18.750,2.000,281
god_class_intermediate_004,,intermediate,E-commerce,Measure,,0,,0,,0,9,0,8,26.000,11.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,232
god_class_intermediate_005,,intermediate,Finance,Compare,,0,,0,,0,10,1,9,77.000,29.000,50.520,68.532,1.000,68.532,12.000,1.299,3.000,637
god_class_intermediate_006,,intermediate,Healthcare,Write,,0,,0,,0,9,1,8,26.000,11.000,100.000,0.000,0.000,0.000,0.000,30.769,14.000,303
god_class_intermediate_007,,intermediate,Scientific Computing,Write,,0,,0,,0,11,5,4,52.000,22.000,61.989,208.076,4.083,849.645,10.000,9.615,1.000,502
god_class_advanced_001,,advanced,General Software,Implement,,1,magic_number,1,magic_number,0,11,0,6,55.000,28.000,56.883,239.111,4.769,1140.374,18.000,7.273,5.000,498
god_class_advanced_002,,advanced,E-commerce,Design,,0,,0,,0,1,0,10,32.000,13.000,100.000,0.000,0.000,0.000,0.000,0.000,10.000,153
god_class_advanced_003,,advanced,Finance,List,,0,,0,,0,11,0,3,41.000,25.000,66.618,151.304,1.000,151.304,11.000,14.634,1.000,506
god_class_advanced_004,,advanced,Healthcare,Implement,,0,,0,,0,11,0,10,40.000,16.000,54.699,15.510,1.000,15.510,5.000,0.000,16.000,320
god_class_advanced_005,,advanced,Scientific Computing,Analyze,,0,,0,,0,11,0,10,32.000,13.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,244
god_class_advanced_006,,advanced,General Software,Write,,0,,0,,0,12,0,9,35.000,16.000,100.000,0.000,0.000,0.000,2.000,0.000,3.000,299
feature_envy_basic_001,,basic,E-commerce,Compare,,0,,0,,0,2,0,1,5.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,71
feature_envy_basic_002,,basic,Finance,Compare,,0,,0,,0,3,0,7,14.000,8.000,62.817,42.110,0.833,35.092,2.000,0.000,1.000,157
feature_envy_basic_003,,basic,Healthcare,Design,,1,magic_number,1,magic_number,0,3,0,7,18.000,9.000,55.829,183.317,3.095,567.410,3.000,0.000,2.000,177
feature_envy_basic_004,,basic,Scientific Computing,Evaluate,,0,,0,,0,2,0,1,5.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,67
feature_envy_basic_005,,basic,General Software,Implement,,0,,0,,0,1,1,1,3.000,3.000,100.000,0.000,0.000,0.000,0.000,33.333,0.000,28
feature_envy_basic_006,,basic,E-commerce,Report,,2,dead_code;magic_number,2,dead_code;magic_number,0,1,0,10,19.000,13.000,70.014,118.942,3.393,403.553,6.000,5.263,0.000,167
feature_envy_intermediate_001,,intermediate,Finance,Implement,,0,,0,,0,2,0,5,9.000,7.000,100.000,4.755,0.500,2.377,1.000,44.444,2.000,157
feature_envy_intermediate_002,,intermediate,Healthcare,Recommend,,0,,0,,0,1,0,8,10.000,3.000,100.000,0.000,0.000,0.000,0.000,80.000,1.000,167
feature_envy_intermediate_003,,intermediate,Scientific Computing,Report,,0,,0,,0,1,0,2,12.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,94
feature_envy_intermediate_004,,intermediate,General Software,Recommend,,0,,0,,0,2,0,9,14.000,7.000,95.384,4.755,0.500,2.377,1.000,35.714,3.000,177
feature_envy_intermediate_005,,intermediate,E-commerce,Compare,,0,,0,,0,2,0,7,16.000,12.000,100.000,0.000,0.000,0.000,5.000,0.000,0.000,136
feature_envy_intermediate_006,,intermediate,Finance,Evaluate,,0,,0,,0,2,0,5,9.000,7.000,100.000,4.755,0.500,2.377,1.000,44.444,2.000,157
feature_envy_advanced_001,,advanced,Healthcare,Report,,0,,0,,0,3,1,9,27.000,22.000,79.508,131.183,2.639,346.178,17.000,37.037,1.000,328
feature_envy_advanced_002,,advanced,Scientific Computing,Implement,,1,dead_code,1,dead_code,0,1,0,14,17.000,9.000,87.571,53.774,1.667,89.624,1.000,88.235,3.000,315
feature_envy_advanced_003,,advanced,General Software,Implement,,1,magic_number,1,magic_number,0,2,0,2,11.000,9.000,89.525,66.608,2.667,177.621,4.000,27.273,1.000,148
feature_envy_advanced_004,,advanced,E-commerce,List,,1,dead_code,1,dead_code,0,1,0,11,16.000,9.000,93.477,4.755,0.500,2.377,4.000,25.000,2.000,160
feature_envy_advanced_005,,advanced,Finance,Design,,1,long_parameter_list,1,long_parameter_list,0,2,0,9,13.000,4.000,100.000,0.000,0.000,0.000,0.000,76.923,1.000,258
feature_envy_advanced_006,,advanced,Healthcare,Analyze,,0,,0,,0,3,1,9,27.000,22.000,79.508,131.183,2.639,346.178,17.000,37.037,1.000,328
data_clumps_basic_001,,basic,E-commerce,Report,,0,,0,,0,3,0,1,6.000,3.000,100.000,0.000,0.000,0.000,0.000,50.000,1.000,146
data_clumps_basic_002,,basic,Finance,Measure,,0,,0,,7,2,0,3,15.000,4.000,91.977,10.000,0.500,5.000,0.000,26.667,5.000,322
data_clumps_basic_003,,basic,Healthcare,Analyze,,0,,0,,3,2,0,7,14.000,2.000,86.640,201.909,3.682,743.392,0.000,42.857,8.000,323
data_clumps_basic_004,,basic,Scientific Computing,Measure,,1,magic_number,1,magic_number,9,3,0,1,20.000,5.000,79.771,51.891,1.111,57.657,3.000,15.000,4.000,177
data_clumps_basic_005,,basic,General Software,Design,,0,,0,,0,5,5,1,10.000,5.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,120
data_clumps_basic_006,,basic,E-commerce,Recommend,,3,dead_code;duplicate_code;magic_number,3,dead_code;duplicate_code;magic_number,0,4,0,5,42.000,16.000,77.785,100.078,1.000,100.078,16.000,47.619,5.000,556
data_clumps_intermediate_001,,intermediate,Finance,Recommend,,1,duplicate_code,1,duplicate_code,0,5,0,3,42.000,14.000,46.144,319.316,3.529,1126.997,10.000,0.000,1.000,395
data_clumps_intermediate_002,,intermediate,Healthcare,Recommend,,1,magic_number,1,magic_number,0,4,0,4,21.000,17.000,66.294,177.872,4.000,711.489,9.000,4.762,5.000,241
data_clumps_intermediate_003,,intermediate,Scientific Computing,Write,,1,long_parameter_list,1,long_parameter_list,0,3,3,1,6.000,3.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,86
data_clumps_intermediate_004,,intermediate,General Software,Evaluate,,1,long_parameter_list,1,long_parameter_list,0,3,0,2,19.000,6.000,94.218,4.755,0.500,2.377,2.000,21.053,6.000,217
data_clumps_intermediate_005,,intermediate,E-commerce,Write,,1,long_parameter_list,1,long_parameter_list,0,3,3,1,6.000,3.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,94
data_clumps_intermediate_006,,intermediate,Finance,Implement,,1,duplicate_code,1,duplicate_code,0,5,0,3,42.000,14.000,46.144,319.316,3.529,1126.997,10.000,0.000,1.000,395
data_clumps_advanced_001,,advanced,Healthcare,Measure,,1,long_parameter_list,1,long_parameter_list,0,5,3,10,20.000,7.000,100.000,0.000,0.000,0.000,0.000,15.000,0.000,255
data_clumps_advanced_002,,advanced,Scientific Computing,Report,,1,long_parameter_list,1,long_parameter_list,0,9,0,4,26.000,15.000,58.366,18.575,0.500,9.288,4.000,0.000,5.000,403
data_clumps_advanced_003,,advanced,General Software,Evaluate,,0,,0,,0,5,0,4,14.000,7.000,100.000,0.000,0.000,0.000,0.000,0.000,8.000,116
data_clumps_advanced_004,,advanced,E-commerce,Recommend,,0,,0,,0,6,4,1,13.000,8.000,100.000,0.000,0.000,0.000,0.000,30.769,1.000,104
data_clumps_advanced_005,,advanced,Finance,Recommend,,1,long_parameter_list,1,long_parameter_list,0,5,3,10,20.000,7.000,100.000,0.000,0.000,0.000,0.000,15.000,0.000,255
data_clumps_advanced_006,,advanced,Healthcare,Design,,1,long_parameter_list,1,long_parameter_list,0,9,0,4,26.000,15.000,58.366,18.575,0.500,9.288,4.000,0.000,5.000,403
duplicated_code_basic_001,,basic,E-commerce,Design,duplicate_code,0,,0,,0,3,0,2,10.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,155
duplicated_code_basic_002,,basic,Finance,Measure,duplicate_code,0,,0,,0,3,0,1,6.000,3.000,73.070,25.266,0.500,12.633,0.000,0.000,0.000,52
duplicated_code_basic_003,,basic,Healthcare,Analyze,duplicate_code,0,,0,,0,2,0,3,14.000,4.000,62.297,57.059,0.750,42.794,2.000,0.000,0.000,147
duplicated_code_basic_004,,basic,Scientific Computing,Recommend,duplicate_code,0,,0,,0,3,0,1,37.000,9.000,100.000,0.000,0.000,0.000,6.000,0.000,6.000,275
duplicated_code_basic_005,,basic,General Software,Analyze,duplicate_code,0,,1,duplicate_code,0,6,4,3,20.000,12.000,91.299,6.340,0.500,3.170,2.000,30.000,3.000,183
duplicated_code_basic_006,,basic,E-commerce,Measure,duplicate_code,0,,0,,0,3,0,1,19.000,6.000,100.000,0.000,0.000,0.000,3.000,0.000,3.000,220
duplicated_code_basic_007,,basic,Finance,Recommend,duplicate_code,0,,0,,0,3,0,2,10.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,155
duplicated_code_intermediate_001,,intermediate,Healthcare,Analyze,duplicate_code,2,dead_code;duplicate_code,2,dead_code;duplicate_code,0,7,4,8,57.000,13.000,67.556,33.688,0.500,16.844,6.000,7.018,5.000,400
duplicated_code_intermediate_002,,intermediate,Scientific Computing,Recommend,duplicate_code,0,,0,,5,4,0,8,41.000,12.000,62.227,105.486,4.500,474.687,5.000,4.878,8.000,345
duplicated_code_intermediate_003,,intermediate,General Software,Measure,duplicate_code,1,dead_code,1,dead_code,0,4,0,6,29.000,10.000,57.001,27.000,1.000,27.000,3.000,0.000,2.000,270
duplicated_code_intermediate_004,,intermediate,E-commerce,Evaluate,duplicate_code,2,dead_code;magic_number,2,dead_code;magic_number,0,3,0,4,16.000,3.000,92.645,28.529,1.500,42.794,0.000,56.250,5.000,250
duplicated_code_intermediate_005,,intermediate,Finance,Implement,duplicate_code,3,broad_except;duplicate_code;magic_number,3,broad_except;duplicate_code;magic_number,0,7,0,4,54.000,18.000,64.193,58.810,1.111,65.345,14.000,7.407,10.000,434
duplicated_code_intermediate_006,,intermediate,Healthcare,Design,duplicate_code,2,dead_code;duplicate_code,2,dead_code;duplicate_code,0,7,4,8,57.000,13.000,67.556,33.688,0.500,16.844,6.000,7.018,5.000,400
duplicated_code_intermediate_007,,intermediate,Scientific Computing,Measure,duplicate_code,0,,0,,5,4,0,8,41.000,12.000,62.227,105.486,4.500,474.687,5.000,4.878,8.000,345
duplicated_code_advanced_001,,advanced,General Software,Compare,duplicate_code,0,,0,,0,3,0,5,28.000,14.000,79.822,167.179,2.095,350.279,11.000,42.857,0.000,340
duplicated_code_advanced_002,,advanced,E-commerce,Recommend,duplicate_code,1,duplicate_code,1,duplicate_code,0,7,4,4,30.000,21.000,100.000,0.000,0.000,0.000,0.000,13.333,4.000,255
duplicated_code_advanced_003,,advanced,Finance,Compare,duplicate_code,1,duplicate_code,1,duplicate_code,0,9,0,3,43.000,27.000,69.803,25.266,0.500,12.633,11.000,9.302,7.000,415
duplicated_code_advanced_004,,advanced,Healthcare,Analyze,duplicate_code,1,magic_number,1,magic_number,0,5,3,3,21.000,18.000,81.333,20.897,0.750,15.673,3.000,14.286,4.000,202
duplicated_code_advanced_005,,advanced,Scientific Computing,Compare,duplicate_code,1,magic_number,1,magic_number,0,3,0,10,24.000,9.000,87.257,28.074,1.200,33.688,7.000,41.667,9.000,289
duplicated_code_advanced_006,,advanced,General Software,Measure,duplicate_code,0,,0,,0,3,0,5,28.000,14.000,79.822,167.179,2.095,350.279,11.000,42.857,0.000,340
dead_code_basic_001,,basic,E-commerce,Implement,dead_code,1,magic_number,1,magic_number,0,4,0,1,18.000,10.000,82.223,39.863,1.714,68.337,5.000,16.667,2.000,142
dead_code_basic_002,,basic,Finance,Evaluate,dead_code,0,,0,,0,3,1,1,6.000,5.000,100.000,13.932,0.500,6.966,0.000,33.333,1.000,81
dead_code_basic_003,,basic,Healthcare,Write,dead_code,0,,0,,0,,,,8.000,,,,,,,200.000,,225
dead_code_basic_004,,basic,Scientific Computing,Compare,dead_code,0,,0,,2,2,0,1,8.000,3.000,75.155,4.755,0.500,2.377,1.000,0.000,3.000,46
dead_code_basic_005,,basic,General Software,Write,dead_code,0,,0,,0,3,0,2,15.000,5.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,126
dead_code_basic_006,,basic,E-commerce,Report,dead_code,1,magic_number,1,magic_number,0,4,0,1,18.000,10.000,82.223,39.863,1.714,68.337,5.000,16.667,2.000,142
dead_code_intermediate_001,,intermediate,Finance,Evaluate,dead_code,0,,0,,6,5,0,3,30.000,9.000,82.072,13.932,0.500,6.966,3.000,20.000,7.000,379
dead_code_intermediate_002,,intermediate,Healthcare,Recommend,dead_code,2,inefficient_loop;magic_number,3,dead_code;inefficient_loop;magic_number,6,8,0,4,43.000,14.000,82.208,12.000,0.667,8.000,4.000,30.233,12.000,440
dead_code_intermediate_003,,intermediate,Scientific Computing,Implement,dead_code,1,magic_number,2,dead_code;magic_number,5,8,0,4,38.000,18.000,87.082,4.755,0.500,2.377,2.000,34.211,14.000,450
dead_code_intermediate_004,,intermediate,General Software,Analyze,dead_code,1,magic_number,1,magic_number,8,9,0,4,38.000,11.000,73.205,39.863,1.714,68.337,0.000,13.158,18.000,438
dead_code_intermediate_005,,intermediate,E-commerce,Analyze,dead_code,2,dead_code;magic_number,2,dead_code;magic_number,2,7,0,2,40.000,9.000,81.743,25.266,0.500,12.633,4.000,32.500,11.000,421
dead_code_advanced_001,,advanced,Finance,Measure,dead_code,1,dead_code,1,dead_code,0,11,0,5,29.000,13.000,100.000,0.000,0.000,0.000,0.000,24.138,1.000,306
dead_code_advanced_002,,advanced,Healthcare,Evaluate,dead_code,1,magic_number,2,dead_code;magic_number,17,4,0,3,48.000,8.000,79.388,41.513,1.500,62.270,4.000,35.417,14.000,557
dead_code_advanced_003,,advanced,Scientific Computing,Compare,dead_code,0,,1,dead_code,3,2,1,2,11.000,4.000,100.000,0.000,0.000,0.000,0.000,36.364,4.000,119
dead_code_advanced_004,,advanced,General Software,Compare,dead_code,0,,1,dead_code,10,0,0,0,14.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,8.000,215
dead_code_advanced_005,,advanced,E-commerce,Report,dead_code,1,dead_code,1,dead_code,0,11,0,5,29.000,13.000,100.000,0.000,0.000,0.000,0.000,24.138,1.000,306
speculative_generality_basic_001,,basic,E-commerce,Compare,,0,,0,,0,2,1,1,8.000,6.000,100.000,0.000,0.000,0.000,0.000,12.500,1.000,65
speculative_generality_basic_002,,basic,Finance,Implement,,0,,0,,0,4,0,2,25.000,10.000,59.197,27.000,1.000,27.000,6.000,0.000,1.000,227
speculative_generality_basic_003,,basic,Healthcare,Evaluate,,1,dead_code,1,dead_code,5,5,0,2,27.000,10.000,100.000,0.000,0.000,0.000,5.000,3.704,14.000,227
speculative_generality_basic_004,,basic,Scientific Computing,Write,,0,,0,,3,6,0,3,24.000,12.000,100.000,0.000,0.000,0.000,2.000,4.167,8.000,185
speculative_generality_basic_005,,basic,General Software,Measure,,1,magic_number,1,magic_number,0,4,0,2,53.000,30.000,58.433,226.178,1.571,355.423,20.000,7.547,14.000,480
speculative_generality_basic_006,,basic,E-commerce,Report,,0,,0,,0,2,1,1,8.000,6.000,100.000,0.000,0.000,0.000,0.000,12.500,1.000,65
speculative_generality_intermediate_001,,intermediate,Finance,Measure,,1,magic_number,1,magic_number,2,12,1,3,50.000,29.000,57.724,42.110,0.833,35.092,6.000,2.000,9.000,510
speculative_generality_intermediate_002,,intermediate,Healthcare,Design,,2,dead_code;magic_number,2,dead_code;magic_number,3,3,1,1,14.000,6.000,89.560,4.755,0.500,2.377,2.000,14.286,5.000,120
speculative_generality_intermediate_003,,intermediate,Scientific Computing,Analyze,,1,magic_number,1,magic_number,1,4,0,10,25.000,11.000,82.067,15.510,1.000,15.510,7.000,20.000,7.000,353
speculative_generality_intermediate_004,,intermediate,General Software,Analyze,,2,broad_except;dead_code,2,broad_except;dead_code,5,4,0,6,42.000,11.000,71.663,2.000,0.500,1.000,5.000,2.381,12.000,293
speculative_generality_intermediate_005,,intermediate,E-commerce,Design,,1,dead_code,1,dead_code,4,1,0,1,10.000,3.000,72.138,4.755,0.500,2.377,0.000,0.000,4.000,77
speculative_generality_advanced_001,,advanced,Finance,Implement,,0,,0,,4,3,1,3,21.000,10.000,74.764,62.907,3.438,216.244,4.000,9.524,7.000,222
speculative_generality_advanced_002,,advanced,Healthcare,Analyze,,0,,0,,0,5,0,5,26.000,10.000,79.913,20.897,0.750,15.673,5.000,15.385,1.000,402
speculative_generality_advanced_003,,advanced,Scientific Computing,Write,,1,duplicate_code,1,duplicate_code,0,,,,119.000,,,,,,,0.000,,1024
speculative_generality_advanced_004,,advanced,General Software,Measure,,0,,0,,0,8,5,2,20.000,11.000,90.691,4.755,0.500,2.377,1.000,25.000,1.000,209
speculative_generality_advanced_005,,advanced,E-commerce,Design,,0,,0,,4,3,1,3,21.000,10.000,74.764,62.907,3.438,216.244,4.000,9.524,7.000,222
primitive_obsession_basic_001,,basic,E-commerce,Design,,0,,0,,0,1,0,2,3.000,1.000,100.000,0.000,0.000,0.000,0.000,33.333,1.000,58
primitive_obsession_basic_002,,basic,Finance,Recommend,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,24
primitive_obsession_basic_003,,basic,Healthcare,Compare,,1,magic_number,1,magic_number,0,1,0,6,8.000,2.000,75.290,4.755,0.500,2.377,1.000,0.000,3.000,73
primitive_obsession_basic_004,,basic,Scientific Computing,Design,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,25
primitive_obsession_basic_005,,basic,General Software,Design,,0,,0,,0,1,0,4,10.000,3.000,100.000,4.755,0.500,2.377,3.000,40.000,3.000,123
primitive_obsession_basic_006,,basic,E-commerce,Implement,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,25
primitive_obsession_intermediate_001,,intermediate,Finance,List,,1,long_parameter_list,1,long_parameter_list,7,1,0,6,15.000,3.000,100.000,0.000,0.000,0.000,0.000,6.667,2.000,146
