task_id,system_mode,complexity,domain,action_keyword,intended,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,n_functions,n_stub,longest_body,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,n_output_tokens
long_method_advanced_006,full,advanced,General Software,Compare,long_method,2,dead_code;magic_number,2,dead_code;magic_number,8,7,3,10,42.000,11.000,70.853,232.042,4.640,1076.675,6.000,21.429,17.000,585
long_parameter_list_basic_001,full,basic,E-commerce,List,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,17.000,1.000,100.000,0.000,0.000,0.000,0.000,11.765,0.000,155
long_parameter_list_basic_002,full,basic,Finance,Design,long_parameter_list,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,1,1,0,16,49.000,8.000,76.550,12.000,0.667,8.000,8.000,12.245,16.000,475
long_parameter_list_basic_003,full,basic,Healthcare,Report,long_parameter_list,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,9,24.000,10.000,74.439,192.568,3.684,709.463,11.000,16.667,0.000,271
long_parameter_list_basic_004,full,basic,Scientific Computing,Analyze,long_parameter_list,2,dead_code;long_parameter_list,2,dead_code;long_parameter_list,0,5,4,8,31.000,5.000,84.894,28.529,1.500,42.794,0.000,19.355,6.000,308
long_parameter_list_basic_005,full,basic,General Software,Evaluate,long_parameter_list,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,4,22.000,2.000,73.176,4.755,0.500,2.377,2.000,0.000,3.000,183
long_parameter_list_basic_006,full,basic,E-commerce,Implement,long_parameter_list,2,dead_code;long_parameter_list,2,dead_code;long_parameter_list,0,1,0,2,16.000,1.000,100.000,0.000,0.000,0.000,0.000,12.500,0.000,142
long_parameter_list_basic_007,full,basic,Finance,Recommend,long_parameter_list,2,dead_code;long_parameter_list,2,dead_code;long_parameter_list,0,1,0,7,13.000,4.000,99.273,4.755,0.500,2.377,3.000,46.154,7.000,189
long_parameter_list_intermediate_001,full,intermediate,Healthcare,Compare,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,19.000,1.000,100.000,0.000,0.000,0.000,0.000,5.263,0.000,181
long_parameter_list_intermediate_002,full,intermediate,Scientific Computing,Implement,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,63
long_parameter_list_intermediate_003,full,intermediate,General Software,Design,long_parameter_list,1,long_parameter_list,1,long_parameter_list,2,1,0,16,37.000,3.000,100.000,0.000,0.000,0.000,0.000,5.405,2.000,336
long_parameter_list_intermediate_004,full,intermediate,E-commerce,Design,long_parameter_list,4,dead_code;duplicate_code;long_parameter_list;magic_number,4,dead_code;duplicate_code;long_parameter_list;magic_number,0,1,0,14,55.000,22.000,65.912,402.117,5.538,2227.111,24.000,23.636,26.000,726
long_parameter_list_intermediate_005,full,intermediate,Finance,Recommend,long_parameter_list,1,duplicate_code,1,duplicate_code,0,,,,88.000,,,,,,,96.591,,4096
long_parameter_list_intermediate_006,full,intermediate,Healthcare,Measure,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,19.000,1.000,100.000,0.000,0.000,0.000,0.000,5.263,0.000,181
long_parameter_list_intermediate_007,full,intermediate,Scientific Computing,Recommend,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,63
long_parameter_list_advanced_001,full,advanced,General Software,Recommend,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,96
long_parameter_list_advanced_002,full,advanced,E-commerce,Evaluate,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,88
long_parameter_list_advanced_003,full,advanced,Finance,List,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,0,2,25.000,1.000,100.000,0.000,0.000,0.000,0.000,4.000,0.000,293
long_parameter_list_advanced_004,full,advanced,Healthcare,Report,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,27.000,1.000,100.000,0.000,0.000,0.000,0.000,3.704,0.000,122
long_parameter_list_advanced_005,full,advanced,Scientific Computing,Implement,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,109
long_parameter_list_advanced_006,full,advanced,General Software,Evaluate,long_parameter_list,1,long_parameter_list,1,long_parameter_list,0,1,1,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,96
god_class_basic_001,full,basic,E-commerce,Implement,,0,,0,,0,9,0,5,55.000,21.000,45.309,118.593,1.500,177.889,9.000,0.000,5.000,423
god_class_basic_002,full,basic,Finance,Measure,,0,,0,,0,8,0,3,35.000,15.000,79.830,43.020,2.000,86.039,5.000,25.714,5.000,420
god_class_basic_003,full,basic,Healthcare,List,,0,,0,,0,10,3,3,30.000,18.000,72.977,41.513,1.500,62.270,2.000,10.000,5.000,267
god_class_basic_004,full,basic,Scientific Computing,Analyze,,0,,0,,0,7,0,2,24.000,10.000,89.098,4.755,0.500,2.377,2.000,25.000,9.000,294
god_class_basic_005,full,basic,General Software,Measure,,0,,0,,0,7,0,11,68.000,9.000,100.000,0.000,0.000,0.000,0.000,0.000,12.000,633
god_class_basic_006,full,basic,E-commerce,Analyze,,1,dead_code,1,dead_code,0,10,5,3,37.000,17.000,81.712,2.000,0.500,1.000,5.000,13.514,10.000,342
god_class_basic_007,full,basic,Finance,List,,0,,0,,0,14,3,6,46.000,20.000,68.562,13.932,0.500,6.966,6.000,6.522,1.000,388
god_class_intermediate_001,full,intermediate,Healthcare,Compare,,1,dead_code,1,dead_code,0,13,3,3,33.000,15.000,100.000,0.000,0.000,0.000,2.000,21.212,7.000,305
god_class_intermediate_002,full,intermediate,Scientific Computing,Recommend,,0,,0,,0,11,7,4,35.000,17.000,73.762,72.000,2.727,196.364,4.000,20.000,2.000,368
god_class_intermediate_003,full,intermediate,General Software,Design,,0,,0,,0,9,0,9,30.000,12.000,61.557,4.755,0.500,2.377,2.000,0.000,14.000,277
god_class_intermediate_004,full,intermediate,E-commerce,Measure,,1,dead_code,1,dead_code,0,15,3,9,64.000,28.000,75.160,6.340,0.500,3.170,12.000,20.312,3.000,687
god_class_intermediate_005,full,intermediate,Finance,Compare,,1,duplicate_code,0,,0,10,0,9,87.000,35.000,48.637,68.532,1.000,68.532,22.000,1.149,3.000,720
god_class_intermediate_006,full,intermediate,Healthcare,Write,,0,,0,,0,12,3,3,38.000,17.000,76.855,4.755,0.500,2.377,5.000,10.526,10.000,318
god_class_intermediate_007,full,intermediate,Scientific Computing,Write,,0,,0,,0,11,7,4,35.000,17.000,73.762,72.000,2.727,196.364,4.000,20.000,2.000,368
god_class_advanced_001,full,advanced,General Software,Implement,,0,,0,,0,11,1,6,43.000,22.000,66.063,152.156,4.421,672.691,11.000,13.953,5.000,435
god_class_advanced_002,full,advanced,E-commerce,Design,,0,,0,,0,1,0,10,32.000,13.000,100.000,0.000,0.000,0.000,0.000,0.000,10.000,153
god_class_advanced_003,full,advanced,Finance,List,,0,,0,,0,11,0,3,41.000,25.000,66.405,151.304,1.000,151.304,11.000,14.634,1.000,522
god_class_advanced_004,full,advanced,Healthcare,Implement,,0,,0,,0,13,0,10,51.000,18.000,52.128,15.510,1.000,15.510,5.000,0.000,17.000,409
god_class_advanced_005,full,advanced,Scientific Computing,Analyze,,1,dead_code,1,dead_code,0,11,0,10,36.000,13.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,282
god_class_advanced_006,full,advanced,General Software,Write,,0,,0,,0,13,0,9,42.000,18.000,100.000,0.000,0.000,0.000,5.000,0.000,5.000,354
feature_envy_basic_001,full,basic,E-commerce,Compare,,0,,0,,0,2,0,1,5.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,71
feature_envy_basic_002,full,basic,Finance,Compare,,0,,0,,0,3,0,3,11.000,8.000,100.000,0.000,0.000,0.000,1.000,0.000,2.000,125
feature_envy_basic_003,full,basic,Healthcare,Design,,1,magic_number,1,magic_number,0,3,0,7,18.000,9.000,55.829,183.317,3.095,567.410,3.000,0.000,2.000,177
feature_envy_basic_004,full,basic,Scientific Computing,Evaluate,,1,dead_code,1,dead_code,0,2,0,6,10.000,4.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,136
feature_envy_basic_005,full,basic,General Software,Implement,,0,,0,,0,2,0,2,7.000,6.000,100.000,2.000,0.500,1.000,1.000,42.857,1.000,111
feature_envy_basic_006,full,basic,E-commerce,Report,,0,,0,,0,,,,12.000,,,,,,,41.667,,155
feature_envy_intermediate_001,full,intermediate,Finance,Implement,,0,,0,,0,2,0,9,13.000,12.000,99.086,4.755,0.500,2.377,1.000,53.846,2.000,283
feature_envy_intermediate_002,full,intermediate,Healthcare,Recommend,,0,,0,,0,2,0,1,32.000,7.000,78.718,70.324,1.500,105.486,1.000,25.000,2.000,418
feature_envy_intermediate_003,full,intermediate,Scientific Computing,Report,,0,,0,,0,2,0,9,13.000,9.000,62.127,66.568,0.875,58.247,0.000,0.000,1.000,200
feature_envy_intermediate_004,full,intermediate,General Software,Recommend,,1,magic_number,1,magic_number,0,2,0,6,19.000,10.000,86.400,34.869,1.750,61.021,4.000,21.053,2.000,184
feature_envy_intermediate_005,full,intermediate,E-commerce,Compare,,1,magic_number,1,magic_number,0,2,0,5,18.000,9.000,77.193,15.510,1.000,15.510,6.000,5.556,1.000,150
feature_envy_intermediate_006,full,intermediate,Finance,Evaluate,,0,,0,,0,2,0,9,13.000,12.000,99.086,4.755,0.500,2.377,1.000,53.846,2.000,283
feature_envy_advanced_001,full,advanced,Healthcare,Report,,0,,0,,0,2,0,9,25.000,24.000,79.368,135.707,2.105,285.699,17.000,32.000,0.000,277
feature_envy_advanced_002,full,advanced,Scientific Computing,Implement,,1,long_parameter_list,1,long_parameter_list,0,2,0,9,23.000,13.000,81.396,47.549,2.500,118.872,5.000,21.739,3.000,258
feature_envy_advanced_003,full,advanced,General Software,Implement,,1,magic_number,1,magic_number,0,4,0,3,16.000,7.000,88.062,27.000,1.000,27.000,2.000,25.000,2.000,208
feature_envy_advanced_004,full,advanced,E-commerce,List,,1,dead_code,1,dead_code,0,3,0,11,18.000,6.000,91.726,2.000,0.500,1.000,1.000,16.667,1.000,206
feature_envy_advanced_005,full,advanced,Finance,Design,,1,dead_code,1,dead_code,0,9,7,15,33.000,11.000,100.000,0.000,0.000,0.000,0.000,45.455,14.000,430
feature_envy_advanced_006,full,advanced,Healthcare,Analyze,,0,,0,,0,2,0,9,25.000,24.000,79.368,135.707,2.105,285.699,17.000,32.000,0.000,277
data_clumps_basic_001,full,basic,E-commerce,Report,,0,,0,,0,3,0,1,6.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,110
data_clumps_basic_002,full,basic,Finance,Measure,,1,inefficient_loop,1,inefficient_loop,0,4,0,5,25.000,11.000,82.450,70.324,2.182,153.434,5.000,24.000,11.000,386
data_clumps_basic_003,full,basic,Healthcare,Analyze,,0,,0,,3,2,0,10,17.000,2.000,82.709,201.909,3.682,743.392,0.000,29.412,8.000,306
data_clumps_basic_004,full,basic,Scientific Computing,Measure,,1,magic_number,1,magic_number,3,3,0,1,14.000,5.000,91.157,51.891,1.111,57.657,3.000,42.857,4.000,155
data_clumps_basic_005,full,basic,General Software,Design,,0,,0,,0,5,5,1,10.000,5.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,112
data_clumps_basic_006,full,basic,E-commerce,Recommend,,1,duplicate_code,1,duplicate_code,0,4,0,4,17.000,4.000,70.946,2.000,0.500,1.000,0.000,47.059,1.000,461
data_clumps_intermediate_001,full,intermediate,Finance,Recommend,,0,,0,,0,8,0,3,36.000,19.000,68.642,98.099,2.462,241.475,1.000,8.333,2.000,321
data_clumps_intermediate_002,full,intermediate,Healthcare,Recommend,,1,magic_number,1,magic_number,0,4,0,4,21.000,17.000,66.294,177.872,4.000,711.489,9.000,4.762,5.000,241
data_clumps_intermediate_003,full,intermediate,Scientific Computing,Write,,1,long_parameter_list,1,long_parameter_list,0,4,0,3,11.000,6.000,100.000,0.000,0.000,0.000,0.000,0.000,6.000,217
data_clumps_intermediate_004,full,intermediate,General Software,Evaluate,,2,long_parameter_list;magic_number,3,dead_code;long_parameter_list;magic_number,1,4,0,6,35.000,8.000,74.169,28.529,1.500,42.794,2.000,11.429,7.000,338
data_clumps_intermediate_005,full,intermediate,E-commerce,Write,,1,long_parameter_list,1,long_parameter_list,0,9,0,3,37.000,22.000,75.948,84.000,1.615,135.692,9.000,24.324,5.000,432
data_clumps_intermediate_006,full,intermediate,Finance,Implement,,0,,0,,0,8,0,3,36.000,19.000,68.642,98.099,2.462,241.475,1.000,8.333,2.000,321
data_clumps_advanced_001,full,advanced,Healthcare,Measure,,0,,0,,0,5,0,2,18.000,10.000,85.739,12.000,0.500,6.000,3.000,16.667,2.000,160
data_clumps_advanced_002,full,advanced,Scientific Computing,Report,,1,long_parameter_list,1,long_parameter_list,0,5,0,9,29.000,18.000,73.591,68.114,1.000,68.114,9.000,13.793,3.000,425
data_clumps_advanced_003,full,advanced,General Software,Evaluate,,1,long_parameter_list,1,long_parameter_list,0,5,1,4,30.000,12.000,72.601,13.932,0.500,6.966,6.000,3.333,1.000,263
data_clumps_advanced_004,full,advanced,E-commerce,Recommend,,0,,0,,0,6,4,1,13.000,8.000,100.000,0.000,0.000,0.000,0.000,30.769,1.000,100
data_clumps_advanced_005,full,advanced,Finance,Recommend,,0,,0,,0,5,0,2,18.000,10.000,85.739,12.000,0.500,6.000,3.000,16.667,2.000,160
data_clumps_advanced_006,full,advanced,Healthcare,Design,,1,long_parameter_list,1,long_parameter_list,0,5,0,9,29.000,18.000,73.591,68.114,1.000,68.114,9.000,13.793,3.000,425
duplicated_code_basic_001,full,basic,E-commerce,Design,duplicate_code,0,,0,,0,3,0,2,10.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,155
duplicated_code_basic_002,full,basic,Finance,Measure,duplicate_code,0,,0,,0,3,0,1,6.000,3.000,73.070,25.266,0.500,12.633,0.000,0.000,0.000,62
duplicated_code_basic_003,full,basic,Healthcare,Analyze,duplicate_code,0,,0,,0,2,0,3,14.000,4.000,62.297,57.059,0.750,42.794,2.000,0.000,0.000,149
duplicated_code_basic_004,full,basic,Scientific Computing,Recommend,duplicate_code,0,,0,,0,3,0,1,37.000,9.000,100.000,0.000,0.000,0.000,6.000,0.000,6.000,275
duplicated_code_basic_005,full,basic,General Software,Analyze,duplicate_code,0,,0,,0,6,0,3,32.000,18.000,78.382,25.850,1.500,38.774,8.000,18.750,4.000,317
duplicated_code_basic_006,full,basic,E-commerce,Measure,duplicate_code,0,,0,,0,3,0,1,19.000,6.000,100.000,0.000,0.000,0.000,3.000,0.000,3.000,213
duplicated_code_basic_007,full,basic,Finance,Recommend,duplicate_code,0,,0,,0,3,0,2,10.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,155
duplicated_code_intermediate_001,full,intermediate,Healthcare,Analyze,duplicate_code,1,duplicate_code,0,,0,7,1,6,39.000,19.000,70.288,162.848,1.000,162.848,9.000,20.513,6.000,517
duplicated_code_intermediate_002,full,intermediate,Scientific Computing,Recommend,duplicate_code,0,,0,,1,9,0,11,52.000,16.000,58.705,82.045,3.500,287.156,5.000,3.846,11.000,503
duplicated_code_intermediate_003,full,intermediate,General Software,Measure,duplicate_code,0,,1,dead_code,4,6,0,2,38.000,12.000,61.490,55.507,1.500,83.260,8.000,2.632,11.000,470
duplicated_code_intermediate_004,full,intermediate,E-commerce,Evaluate,duplicate_code,0,,0,,0,3,0,4,16.000,3.000,89.980,68.532,1.000,68.532,0.000,56.250,6.000,273
duplicated_code_intermediate_005,full,intermediate,Finance,Implement,duplicate_code,2,duplicate_code;magic_number,2,duplicate_code;magic_number,0,7,0,4,40.000,17.000,71.259,131.770,2.812,370.602,11.000,17.500,5.000,423
duplicated_code_intermediate_006,full,intermediate,Healthcare,Design,duplicate_code,1,duplicate_code,0,,0,7,1,6,39.000,19.000,70.288,162.848,1.000,162.848,9.000,20.513,6.000,517
duplicated_code_intermediate_007,full,intermediate,Scientific Computing,Measure,duplicate_code,0,,0,,1,9,0,11,52.000,16.000,58.705,82.045,3.500,287.156,5.000,3.846,11.000,503
duplicated_code_advanced_001,full,advanced,General Software,Compare,duplicate_code,1,duplicate_code,1,duplicate_code,0,3,0,6,34.000,17.000,75.450,242.131,2.768,670.184,14.000,35.294,0.000,378
duplicated_code_advanced_002,full,advanced,E-commerce,Recommend,duplicate_code,0,,0,,0,10,0,5,40.000,25.000,84.577,2.000,0.500,1.000,2.000,20.000,9.000,346
duplicated_code_advanced_003,full,advanced,Finance,Compare,duplicate_code,0,,0,,0,7,4,4,23.000,7.000,100.000,0.000,0.000,0.000,0.000,17.391,4.000,173
duplicated_code_advanced_004,full,advanced,Healthcare,Analyze,duplicate_code,0,,0,,0,5,0,3,13.000,7.000,100.000,0.000,0.000,0.000,0.000,0.000,7.000,451
duplicated_code_advanced_005,full,advanced,Scientific Computing,Compare,duplicate_code,0,,0,,0,7,2,5,30.000,8.000,85.473,2.000,0.500,1.000,1.000,13.333,7.000,205
duplicated_code_advanced_006,full,advanced,General Software,Measure,duplicate_code,1,duplicate_code,1,duplicate_code,0,3,0,6,34.000,17.000,75.450,242.131,2.768,670.184,14.000,35.294,0.000,378
dead_code_basic_001,full,basic,E-commerce,Implement,dead_code,1,duplicate_code,1,duplicate_code,0,4,0,1,20.000,12.000,77.761,85.837,1.500,128.755,8.000,15.000,0.000,158
dead_code_basic_002,full,basic,Finance,Evaluate,dead_code,0,,0,,0,3,1,2,6.000,3.000,70.713,15.510,1.000,15.510,0.000,0.000,0.000,83
dead_code_basic_003,full,basic,Healthcare,Write,dead_code,0,,0,,0,,,,8.000,,,,,,,250.000,,276
dead_code_basic_004,full,basic,Scientific Computing,Compare,dead_code,0,,0,,2,2,0,1,8.000,3.000,94.711,4.755,0.500,2.377,1.000,12.500,3.000,54
dead_code_basic_005,full,basic,General Software,Write,dead_code,0,,0,,0,6,2,2,17.000,8.000,87.737,4.755,0.500,2.377,0.000,11.765,3.000,182
dead_code_basic_006,full,basic,E-commerce,Report,dead_code,1,duplicate_code,1,duplicate_code,0,4,0,1,20.000,12.000,77.761,85.837,1.500,128.755,8.000,15.000,0.000,158
dead_code_intermediate_001,full,intermediate,Finance,Evaluate,dead_code,0,,0,,5,6,1,3,33.000,13.000,80.017,41.513,1.500,62.270,6.000,27.273,7.000,360
dead_code_intermediate_002,full,intermediate,Healthcare,Recommend,dead_code,0,,0,,0,10,0,4,49.000,25.000,42.893,263.666,3.400,896.465,12.000,0.000,1.000,503
dead_code_intermediate_003,full,intermediate,Scientific Computing,Implement,dead_code,0,,1,dead_code,5,5,2,4,28.000,8.000,81.095,4.755,0.500,2.377,2.000,10.714,9.000,289
dead_code_intermediate_004,full,intermediate,General Software,Analyze,dead_code,1,magic_number,1,magic_number,0,7,0,5,33.000,17.000,48.854,114.694,1.059,121.441,8.000,0.000,7.000,369
dead_code_intermediate_005,full,intermediate,E-commerce,Analyze,dead_code,2,dead_code;magic_number,2,dead_code;magic_number,2,11,0,2,48.000,13.000,81.622,25.266,0.500,12.633,4.000,43.750,13.000,577
dead_code_advanced_001,full,advanced,Finance,Measure,dead_code,2,dead_code;magic_number,2,dead_code;magic_number,0,13,0,4,66.000,29.000,53.132,237.843,4.500,1070.294,29.000,4.545,9.000,630
dead_code_advanced_002,full,advanced,Healthcare,Evaluate,dead_code,0,,0,,0,10,8,5,26.000,12.000,100.000,0.000,0.000,0.000,0.000,30.769,2.000,245
dead_code_advanced_003,full,advanced,Scientific Computing,Compare,dead_code,0,,0,,0,9,5,2,24.000,15.000,89.978,4.755,0.500,2.377,1.000,29.167,4.000,353
dead_code_advanced_004,full,advanced,General Software,Compare,dead_code,1,dead_code,1,dead_code,0,16,2,2,55.000,27.000,70.863,55.507,2.222,123.348,7.000,20.000,9.000,559
dead_code_advanced_005,full,advanced,E-commerce,Report,dead_code,2,dead_code;magic_number,2,dead_code;magic_number,0,12,0,4,64.000,28.000,53.757,237.843,4.500,1070.294,29.000,4.688,9.000,608
speculative_generality_basic_001,full,basic,E-commerce,Compare,,0,,0,,0,2,1,1,8.000,6.000,100.000,0.000,0.000,0.000,0.000,12.500,1.000,65
speculative_generality_basic_002,full,basic,Finance,Implement,,0,,0,,5,4,0,1,27.000,8.000,80.973,13.932,0.500,6.966,4.000,14.815,9.000,209
speculative_generality_basic_003,full,basic,Healthcare,Evaluate,,1,magic_number,1,magic_number,1,8,0,11,48.000,15.000,68.155,27.000,1.000,27.000,8.000,8.333,16.000,510
speculative_generality_basic_004,full,basic,Scientific Computing,Write,,0,,0,,4,5,0,2,27.000,13.000,76.373,25.266,0.500,12.633,5.000,11.111,7.000,221
speculative_generality_basic_005,full,basic,General Software,Measure,,2,dead_code;magic_number,2,dead_code;magic_number,0,6,0,5,61.000,32.000,39.883,306.053,1.556,476.082,22.000,0.000,11.000,537
speculative_generality_basic_006,full,basic,E-commerce,Report,,0,,0,,0,2,1,1,8.000,6.000,100.000,0.000,0.000,0.000,0.000,12.500,1.000,65
speculative_generality_intermediate_001,full,intermediate,Finance,Measure,,1,magic_number,1,magic_number,2,12,1,3,50.000,29.000,57.724,42.110,0.833,35.092,6.000,2.000,9.000,510
speculative_generality_intermediate_002,full,intermediate,Healthcare,Design,,1,dead_code,1,dead_code,4,5,1,2,21.000,12.000,100.000,0.000,0.000,0.000,1.000,19.048,5.000,175
speculative_generality_intermediate_003,full,intermediate,Scientific Computing,Analyze,,1,dead_code,1,dead_code,5,6,0,4,32.000,9.000,81.338,13.932,1.333,18.575,1.000,18.750,8.000,356
speculative_generality_intermediate_004,full,intermediate,General Software,Analyze,,2,broad_except;dead_code,2,broad_except;dead_code,6,4,0,3,48.000,11.000,71.615,2.000,0.500,1.000,5.000,2.083,12.000,317
speculative_generality_intermediate_005,full,intermediate,E-commerce,Design,,1,dead_code,1,dead_code,3,2,0,2,21.000,5.000,76.710,13.932,0.500,6.966,2.000,4.762,5.000,175
speculative_generality_advanced_001,full,advanced,Finance,Implement,,0,,0,,0,11,5,4,41.000,15.000,72.794,60.918,2.000,121.835,0.000,17.073,8.000,400
speculative_generality_advanced_002,full,advanced,Healthcare,Analyze,,2,dead_code;magic_number,2,dead_code;magic_number,7,5,0,6,32.000,10.000,76.921,25.266,1.200,30.319,4.000,15.625,11.000,423
speculative_generality_advanced_003,full,advanced,Scientific Computing,Write,,1,duplicate_code,1,duplicate_code,0,,,,472.000,,,,,,,0.000,,4096
speculative_generality_advanced_004,full,advanced,General Software,Measure,,1,duplicate_code,1,duplicate_code,0,,,,,,,,,,,,,379
speculative_generality_advanced_005,full,advanced,E-commerce,Design,,0,,0,,0,11,5,4,41.000,15.000,72.794,60.918,2.000,121.835,0.000,17.073,8.000,400
primitive_obsession_basic_001,full,basic,E-commerce,Design,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,100.000,1.000,67
primitive_obsession_basic_002,full,basic,Finance,Recommend,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,24
primitive_obsession_basic_003,full,basic,Healthcare,Compare,,1,magic_number,1,magic_number,0,1,0,6,8.000,2.000,100.000,4.755,0.500,2.377,1.000,37.500,3.000,106
primitive_obsession_basic_004,full,basic,Scientific Computing,Design,,0,,0,,0,2,0,4,7.000,2.000,67.551,96.000,2.667,256.000,0.000,0.000,0.000,94
primitive_obsession_basic_005,full,basic,General Software,Design,,0,,0,,0,1,0,4,10.000,3.000,100.000,4.755,0.500,2.377,3.000,40.000,3.000,123
primitive_obsession_basic_006,full,basic,E-commerce,Implement,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,29
